date,O3,CO,NO2,SO2
2026-04-14,0.1158374741673469,0.0257461321624842,3.811658457140622e-05,-7.633625500602648e-05
2026-06-03,0.1150280303425259,0.0322070134182771,2.9348312247228546e-05,3.6352401457406815e-05
2026-05-29,0.1188612421353658,0.0289417080403793,3.2760066180624286e-05,5.121523277228421e-05
2026-06-02,0.1163676094677713,0.0321016571174065,3.132468559786689e-05,2.59697756248627e-07
2026-06-01,0.1158741154604487,0.0316596288233995,3.405007693147173e-05,-2.799305158467697e-06
2026-05-30,0.1179812621739175,,2.0308808930365004e-05,-1.5644836677988917e-05
2026-05-28,0.1184624363978703,0.0312975605742798,2.767194960142661e-05,8.478471340822579e-06
2026-05-27,0.1165036617053879,0.0290140001310242,,
2026-05-31,0.1166884899139404,0.0282065911011563,,-1.1130511686794556e-05
2026-05-15,0.1164645511243078,0.0371237160844935,,0.0001128295511173
2026-05-17,0.1156527280807495,0.0352521071417464,,0.0004628701789948
2026-05-11,0.1152061180935965,0.0329143642551369,1.902346701337427e-05,7.966397022882606e-05
2026-05-16,0.1160612462295426,0.0373793563283071,1.761375733622117e-05,0.0005272627907591
2026-05-18,0.1163792535662651,0.0367106616497039,3.1578136258758605e-05,0.0001569657753861
2026-05-12,0.1144824026359452,0.0334397219121456,2.0702084384538463e-05,0.0002372160733405
2026-05-14,0.1137293171551492,,2.4057780837420767e-05,0.000204432886121
2026-05-13,0.1144908189773559,0.0320044690536128,2.870473589508846e-05,-3.047239740933744e-05
2026-04-06,0.1171560641792085,0.0382186034487353,2.110352559983849e-05,6.3097050969656444e-06
2026-04-02,0.1183671101927757,0.0309682293795049,,-3.333799099049496e-05
2026-04-05,0.1177726490630043,,2.6932877517538145e-05,0.0004646257241903
2026-04-04,0.1184107290373908,0.034108740321937,2.244413818433796e-05,0.0001056117009197
2026-04-08,0.1177984732720587,0.0298434842559622,2.012207505686092e-05,1.9002055868248025e-05
2026-04-01,0.1173242113656467,0.0364950582385063,1.596891521893034e-05,8.298852884252028e-05
2026-04-03,0.1177502509620454,0.0383144999543825,4.046746465746765e-05,0.0001408086814494
2026-04-07,0.1175866292582617,0.0338588284949461,3.501101180422426e-05,0.0001222046166529
